0.000000000000000000e+00,0.000000000000000000e+00,-1.644934058793409996e-04
0.000000000000000000e+00,0.000000000000000000e+00,-1.103883840768722223e-04
0.000000000000000000e+00,0.000000000000000000e+00,-1.051325244269444930e-04
0.000000000000000000e+00,0.000000000000000000e+00,-1.126603820906883757e-04
0.000000000000000000e+00,0.000000000000000000e+00,-1.853466709393469379e-04
0.000000000000000000e+00,0.000000000000000000e+00,-1.110951263000973805e-04
0.000000000000000000e+00,0.000000000000000000e+00,-1.048598461509534017e-04
0.000000000000000000e+00,0.000000000000000000e+00,-1.149545896987028300e-04
0.000000000000000000e+00,0.000000000000000000e+00,-1.149545896987028300e-04
0.000000000000000000e+00,0.000000000000000000e+00,-1.193829769420258827e-04
0.000000000000000000e+00,0.000000000000000000e+00,-2.349404961656864144e-04
0.000000000000000000e+00,0.000000000000000000e+00,-1.234277631609275556e-04
0.000000000000000000e+00,0.000000000000000000e+00,-1.186065424363616115e-04
0.000000000000000000e+00,0.000000000000000000e+00,-1.223721204126418936e-04
0.000000000000000000e+00,0.000000000000000000e+00,-1.160640087000165699e-04
0.000000000000000000e+00,0.000000000000000000e+00,-1.179594277662552655e-04
0.000000000000000000e+00,0.000000000000000000e+00,-1.085709946732294552e-04
0.000000000000000000e+00,0.000000000000000000e+00,-1.179803879967305206e-04
0.000000000000000000e+00,0.000000000000000000e+00,-1.131992534096059195e-04
0.000000000000000000e+00,0.000000000000000000e+00,-1.188303714563844086e-04
0.000000000000000000e+00,0.000000000000000000e+00,-1.188303714563844086e-04
0.000000000000000000e+00,0.000000000000000000e+00,-1.143997723821309914e-04
0.000000000000000000e+00,0.000000000000000000e+00,-1.143997723821309914e-04
0.000000000000000000e+00,0.000000000000000000e+00,-1.241291745944999127e-04
0.000000000000000000e+00,0.000000000000000000e+00,-1.198479388460865324e-04
0.000000000000000000e+00,0.000000000000000000e+00,-1.183528741266290390e-04
0.000000000000000000e+00,0.000000000000000000e+00,-1.183528741266290390e-04
0.000000000000000000e+00,0.000000000000000000e+00,-1.211488563899004001e-04
0.000000000000000000e+00,0.000000000000000000e+00,-1.151327135945560666e-04
0.000000000000000000e+00,0.000000000000000000e+00,-1.255440997132924760e-04
0.000000000000000000e+00,0.000000000000000000e+00,-1.319827937513529191e-04
0.000000000000000000e+00,0.000000000000000000e+00,-1.319827937513529191e-04
0.000000000000000000e+00,0.000000000000000000e+00,-1.493703376634945921e-04
0.000000000000000000e+00,0.000000000000000000e+00,-1.278222736695137918e-04
0.000000000000000000e+00,0.000000000000000000e+00,-1.216127080957824625e-04
0.000000000000000000e+00,0.000000000000000000e+00,-1.139229109280199295e-04
0.000000000000000000e+00,0.000000000000000000e+00,-1.164365774632469602e-04
0.000000000000000000e+00,0.000000000000000000e+00,-1.164365774632469602e-04
0.000000000000000000e+00,0.000000000000000000e+00,-1.197538306821937701e-04
0.000000000000000000e+00,0.000000000000000000e+00,-1.153496532128022719e-04
0.000000000000000000e+00,0.000000000000000000e+00,-1.200491025824616245e-04
0.000000000000000000e+00,0.000000000000000000e+00,-1.147225842196055037e-04
0.000000000000000000e+00,0.000000000000000000e+00,-1.105605322069203917e-04
0.000000000000000000e+00,0.000000000000000000e+00,-1.105605322069203917e-04
0.000000000000000000e+00,0.000000000000000000e+00,-1.189590482118178360e-04
0.000000000000000000e+00,0.000000000000000000e+00,-1.986242923748333293e-04
0.000000000000000000e+00,0.000000000000000000e+00,-1.134440356627110995e-04
0.000000000000000000e+00,0.000000000000000000e+00,-1.070785380034224320e-04
