-1.549528043241140589e-03,1.546924162121279974e-04,-1.115249919023600237e-04
-1.549925738677829365e-03,1.547321157233430805e-04,-1.056516532129212486e-04
-1.549925738645638752e-03,1.547321158908485756e-04,-1.146128704006609629e-04
-1.550456354427923612e-03,1.547971510060371851e-04,-2.041720883926615132e-04
-1.550721108956589324e-03,1.548115183186724931e-04,-1.118601533739523626e-04
-1.551118897156772902e-03,1.548512186923030754e-04,-1.061832277877887632e-04
-1.551516676254485749e-03,1.548909219319838284e-04,-1.127672377588540269e-04
-1.551676846922421830e-03,1.549215516897777944e-04,-2.227012589774140659e-04
-1.551914503407922927e-03,1.549306243268173044e-04,-1.118307927889837988e-04
-1.552417574018833497e-03,1.549902867770146838e-04,-1.776831098657121355e-04
-1.552710140700004279e-03,1.550100310549759684e-04,-1.067651782909147045e-04
-1.553157473839216667e-03,1.550590427123308855e-04,-1.405054959963631463e-04
-1.553505796751308539e-03,1.550894396380634406e-04,-1.056436941460619784e-04
-1.553903615740257534e-03,1.551291440622078535e-04,-1.001123030139881344e-04
-1.553903615697665736e-03,1.551291442835461278e-04,-1.109719247083391485e-04
-1.554378747443590017e-03,1.551834646580043829e-04,-1.612538270142767588e-04
-1.554699187806253286e-03,1.552085575571597522e-04,-1.076221537195428394e-04
-1.555097040222818859e-03,1.552482632452172387e-04,-1.018024486189857359e-04
-1.555494861417377681e-03,1.552879708663567563e-04,-1.104769704066683691e-04
-1.555892676112500097e-03,1.553276780349619151e-04,-1.052137518309719064e-04
-1.555892676064749448e-03,1.553276782831477187e-04,-1.191301960295534766e-04
-1.556409155665208072e-03,1.553899461971118990e-04,-2.076651033979073403e-04
-1.556688284041914637e-03,1.554070962601168866e-04,-1.193567815940464559e-04
-1.557086176307528750e-03,1.554468038652791944e-04,-1.135863693062658184e-04
-1.557484044446550645e-03,1.554865138175392787e-04,-1.132759532843662152e-04
-1.557881944591941233e-03,1.555262232084128951e-04,-1.110310333093996734e-04
-1.557881944591941233e-03,1.555262232084128951e-04,-1.110310333093996734e-04
-1.558371062257715928e-03,1.555831662805330076e-04,-1.788487342894070622e-04
-1.558677720281847036e-03,1.556056426540008823e-04,-1.140414453576454439e-04
-1.559075611623529428e-03,1.556453517650660144e-04,-1.089095324177975771e-04
-1.559473459075181321e-03,1.556850632184092920e-04,-1.165548494288210055e-04
-1.559871298801336972e-03,1.557247733964253137e-04,-1.108823247869905148e-04
-1.559871298774056928e-03,1.557247735384080392e-04,-1.180552239836139713e-04
-1.560401487239647823e-03,1.557896555486427764e-04,-2.082615552783250877e-04
-1.560666910907379090e-03,1.558041971524622442e-04,-1.140037072034486606e-04
-1.561064798345839335e-03,1.558439077082703018e-04,-1.080258909468116848e-04
-1.561462636814233947e-03,1.558836196940110563e-04,-1.109336544330227368e-04
-1.561860464594874275e-03,1.559233325330149089e-04,-1.131612601590007024e-04
-1.561860464594874275e-03,1.559233325330149089e-04,-1.131612601590007024e-04
-1.562361636823901079e-03,1.559826937534001439e-04,-1.888100172404223905e-04
-1.562655393304627615e-03,1.560026692532979369e-04,-1.142434712648464118e-04
-1.563053838898875725e-03,1.560424425127681085e-04,-1.089104504126677740e-04
-1.563451969141612654e-03,1.560821847052476659e-04,-1.191378816010776301e-04
-1.563849953491351814e-03,1.561219095105234589e-04,-1.135609457028971948e-04
-1.563849953469455267e-03,1.561219096246070333e-04,-1.190476205528837240e-04
-1.564325140535239786e-03,1.561761976710852602e-04,-1.622759708961415330e-04
-1.564645659281203556e-03,1.562013442376930560e-04,-1.071628607969308747e-04
-1.565043538953196861e-03,1.562410568141028172e-04,-1.002565967511413373e-04
-1.565441377152913165e-03,1.562807702922632577e-04,-1.065258012067805412e-04
-1.565839203288820966e-03,1.563204828599479832e-04,-1.010661109881988402e-04
-1.565839203266876280e-03,1.563204829742846646e-04,-1.074754446207760794e-04
-1.566355673224482849e-03,1.563827030935726963e-04,-1.852629841450659806e-04
-1.566634825817420865e-03,1.563999104749252890e-04,-1.064585173865639198e-04
-1.567032722986394814e-03,1.564396227855719443e-04,-1.012362757589087270e-04
-1.567430595048159483e-03,1.564793373471800881e-04,-1.088151695213340032e-04
-1.567828498362145665e-03,1.565190512495788641e-04,-1.096161302986903372e-04
-1.567828498362145665e-03,1.565190512495788641e-04,-1.096161302986903372e-04
-1.568317613123806778e-03,1.565759702710012638e-04,-1.698494653470310840e-04
-1.568624278835984050e-03,1.565984787399381348e-04,-1.076965135037341294e-04
-1.569057536837890118e-03,1.566448088198450566e-04,-1.298432635798860905e-04
-1.569420020403676118e-03,1.566779061545872426e-04,-1.036276191296122995e-04
-1.569817862214280919e-03,1.567176197169372557e-04,-9.790527070538775816e-05
-1.569817862160219346e-03,1.567176199987348445e-04,-1.121432316784140972e-04
-1.570215664319834841e-03,1.567573341314250194e-04,-1.096482505905732260e-04
-1.570613475908001809e-03,1.567970500275897333e-04,-1.144727246949769315e-04
-1.571018461097521907e-03,1.568380871027329226e-04,-1.211659437246049014e-04
-1.571409202982881762e-03,1.568764784304166695e-04,-1.122065655390082860e-04
-1.571807031228411719e-03,1.569161939048444921e-04,-1.145429714822065038e-04
-1.571807031228411719e-03,1.569161939048444921e-04,-1.145429714822065038e-04
-1.572309849503502081e-03,1.569757549582239276e-04,-1.836135792828069225e-04
-1.572602774799527472e-03,1.569956237156700646e-04,-1.103920868225819434e-04
-1.573050067368606886e-03,1.570445995845310956e-04,-1.520393148860009263e-04
-1.573398554024404202e-03,1.570750533512589944e-04,-1.152044770049332774e-04
-1.573796426008129733e-03,1.571147675021187173e-04,-1.098088279838321210e-04
-1.573796425987577380e-03,1.571147676092395724e-04,-1.149507855680394403e-04
-1.574271501021228328e-03,1.571690347107205707e-04,-1.419411368334313063e-04
-1.574592084594907994e-03,1.571941982840488071e-04,-9.204810482456125950e-05
-1.575011216709650301e-03,1.572378813060349985e-04,-1.107640277618949679e-04
-1.575387822363437038e-03,1.572736277187768974e-04,-9.615686388516164035e-05
-1.575785667808326986e-03,1.573133435531569140e-04,-1.050874322676242478e-04
-1.575785667808326986e-03,1.573133435531569140e-04,-1.050874322676242478e-04
-1.576302224150192459e-03,1.573755496885923769e-04,-1.930663660921124467e-04
-1.576581395031764537e-03,1.573927755131561206e-04,-1.115977043883385869e-04
-1.577042665406545906e-03,1.574443976318995670e-04,-1.585227393033566230e-04
-1.577377175638044289e-03,1.574722068187134946e-04,-1.124898352394491371e-04
-1.362009227173219001e-03,1.576050513914020181e-04,2.592214746560723851e-04
-1.362009227173219001e-03,1.576050513914020181e-04,2.592214746560723851e-04
1.302880166646818707e-03,1.679349475867840315e-04,3.079745797281430164e-03
6.637850502383963250e-03,1.946996898680223816e-04,4.242758543212534969e-03
1.859018421753378877e-02,2.631766719986475939e-04,5.462525512082283888e-03
3.425258685283587984e-02,4.107168029916412680e-04,9.831671152311845588e-03
5.296097334270494922e-02,6.952057279287776484e-04,1.690055881196491500e-02
5.296097200473448563e-02,6.953132993662952373e-04,1.716490238444049604e-02
7.762983754878466369e-02,1.311329569134653652e-03,2.835205381201688635e-02
9.201177206336978720e-02,1.816465967643970773e-03,3.647232876289410730e-02
