x,y,theta
0.4977870160410318,0.008013640057790176,0.025861635167023903
0.9844219903472823,0.014306135728760537,0.03389944132081845
1.4804819423711977,0.03735821946273328,0.0455040238347544
1.9835976072938648,0.04906138706539845,0.046300343678343917
2.4902471334816614,0.06416030829360657,0.048580121532590816
2.9668054042829697,0.08504741705146286,0.04542661938973838
3.4797019672832175,0.11313698499542514,0.04811239128746877
3.9799073778995258,0.14127387661942936,0.04618908684108101
4.485757604582042,0.15158862869833886,0.06263626622629176
4.987923603884766,0.18652030072933104,0.0705338123106443
5.475702332166122,0.23478520695898156,0.07389965257516504
5.951772401880356,0.2775944882359767,0.07464634812042525
6.461334163460685,0.32720429665182277,0.07773826451356053
6.957935119466062,0.3671455163076549,0.08486171286534956
7.448728154640314,0.41050722605105683,0.08886639093019838
7.9392679806073225,0.4668452033214053,0.09810501607967305
8.435916485575675,0.508837221548255,0.09355187885840953
8.92939265926563,0.5465761848573866,0.09487431716006901
9.421403674421407,0.6244405007210003,0.10301410072449843
9.944888397276065,0.6885103351571349,0.12271498349276544
10.43637533406955,0.7594603731786972,0.11429804644055921
10.927590919099803,0.813976635607521,0.1189120856420953
11.427809926545839,0.8851272500964946,0.12548289224522652
11.905232405915465,0.9269262511986971,0.13695207168944534
12.397402377188145,0.9939267644000522,0.14517460101981908
12.87837019436333,1.068930938934311,0.14684761122949805
13.372348293230756,1.148289118020561,0.14796299864124374
13.87755726641662,1.2379867713207289,0.16335524831366782
14.381012737394608,1.3179912939910539,0.14390411556375393
14.860298523426277,1.3883685936810657,0.13313834994204035
15.363446370288791,1.4553311604895318,0.12156756659755578
15.861916983226799,1.5084480468272565,0.12326638737351085
16.346321844911103,1.5811768763362046,0.12968478217676796
16.84705574814808,1.6374186357753258,0.13690909983300265
17.33337250507615,1.6959877833044532,0.1519063710644079
17.817279221594525,1.7676208325432525,0.15928950413423143
18.324419196594402,1.858632827886117,0.1653172168403178
18.811325875061762,1.934744671718818,0.16674216634677852
19.317716590785817,2.0259683620860227,0.1758452019927897
19.816516508881712,2.1037426477747387,0.1880270845345649
20.30424481577454,2.194518146593612,0.19663138251649212
20.778712082299283,2.2961463611965565,0.18669401459095494
21.2724864097046,2.372820186470016,0.18044979768449726
21.764471177215587,2.4749386436190433,0.18635863850811862
22.26418182305946,2.5764687166283657,0.18488385522673617
22.742810420976788,2.671598153081558,0.20456171531905742
23.222658072442158,2.777468350711092,0.19773350075974838
23.72341640439625,2.882591941134,0.20792964873191808
24.237093015749306,3.0104312047499744,0.22201424547215806
24.715132732012247,3.121383055525395,0.23586123327002084
25.206282685174948,3.2396201006923064,0.23137114555888164
25.678159435746718,3.342686719297262,0.24234723623679102
26.144572537444922,3.443356831549758,0.24926347743936286
26.637222403937365,3.570675871986663,0.2517892708410066
27.108455821726732,3.698880037330838,0.27447063360650004
27.590727792460964,3.8168983602449145,0.29160156738549514
28.068643085495193,3.932018304092831,0.29443122303033764
28.533299036610853,4.066685425491704,0.2980668362033902
29.014815057924583,4.1979657231440735,0.289571047834054
29.495700137605112,4.33774496634178,0.3115713256983215
29.98129080247811,4.495593803369309,0.32311960538807344
30.438477325990892,4.635272070273878,0.3420491591144353
30.920319601663575,4.802741426542069,0.3274597641513619
31.39459231123478,4.964873619402911,0.34054488497654717
31.869241579330794,5.13273754211491,0.33594114611102394
32.33559630502106,5.300984530163461,0.3312945901868421
32.817361520302974,5.456811708384629,0.32965604012594785
33.2852162491987,5.617546152136753,0.3422721158630713
33.75490462419547,5.780017450596719,0.3479824499779592
34.235736313939675,5.945029662663272,0.37813547791287855
34.69690831015506,6.129697430887423,0.38703363078782327
35.16424303763576,6.315088889333762,0.38973349728038514
35.62722211843465,6.525372761213438,0.3853308922920078
36.0983328892177,6.696639674946804,0.39715965064402214
36.56637643824325,6.886952868285541,0.40563127885416067
37.02976000341217,7.07676050118319,0.41991185601910985
37.482368662796524,7.286016326396903,0.39436693567573994
37.93907608564937,7.474504644175097,0.4028420669875816
38.399078939788126,7.682390131483949,0.40589189564926786
38.86415977651648,7.885033107010569,0.42598414402346946
39.325888688827746,8.090282463083588,0.4316742748915853
39.796295860079425,8.288154754446651,0.42887034362703386
40.25160811260483,8.497220829464057,0.4404367107932015
40.694909773356315,8.712691180940006,0.44403437368572807
41.13728706835714,8.939922190139312,0.45099180333918854
41.59369168821437,9.154115682203457,0.4477339007218871
42.042369435571565,9.366108444099575,0.4560715878086275
42.48172973133947,9.573196943714738,0.46547567993884836
42.931116700998956,9.800616513372548,0.45709741938665216
43.36411143977614,10.015216779089096,0.45923678493205794
43.81692348752933,10.247022491352983,0.4650043349582285
44.265417576098514,10.472464158290316,0.48365475910794953
44.71241338824857,10.719031517532807,0.4821713177612925
45.15462410509182,10.94821316010331,0.5144336973015202
45.6053769826385,11.188388772900192,0.5175076580246846
46.04851321397801,11.434131102723484,0.5201159924996366
46.488573832764764,11.684907322651647,0.5188274516225355
46.91470030204607,11.926687137506107,0.5225221976185286
47.3374125787052,12.176021481023245,0.5335925079649524
47.76653454821479,12.436513335948943,0.5290913945828914
48.19516437020884,12.686747876679469,0.5392652503074744
48.6212788176126,12.945744080395707,0.5400248405038355
49.05451517571494,13.19264885757353,0.526551552833788
49.49221840810566,13.43445419783529,0.538851676285658
49.9188274455717,13.683316447627783,0.5479861554261979
50.34876550811181,13.943555307951186,0.5487917777601249
50.75772612613184,14.212493217717702,0.5429667577539311
51.196712206334645,14.473456649607229,0.5428063191863542
51.61945776662292,14.735638374373808,0.5575904368907201
52.040408326045494,14.999275703431813,0.5783382720962199
52.47036281156944,15.291634875684746,0.5703407467810515
52.894475591967975,15.563214768414696,0.5965751582115366
53.29911547565179,15.845892968248526,0.6070735663070141
53.6994981438425,16.14052808211768,0.5926527934633107
54.10620796689493,16.424501095753374,0.6006425121534771
54.51956014171832,16.724198713362828,0.5957808845956551
54.93206783016873,17.012483492175782,0.5986509515969415
55.33229130522488,17.288107575096706,0.6167225478911775
55.750756371717316,17.5982429970263,0.6240998694646451
